timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.0,0.04931640625,-0.00341796875,0.933837890625,-2.3740458015267176,-1.1526717557251909,-0.8931297709923665
0.11,0.04638671875,-0.002685546875,0.931884765625,-2.480916030534351,-1.0076335877862594,-0.816793893129771
0.21,0.032470703125,-0.004638671875,0.93505859375,-2.519083969465649,-1.2290076335877862,-0.8244274809160306
0.32,0.0498046875,-0.001708984375,0.93017578125,-2.4580152671755724,-1.0916030534351144,-0.8244274809160306
0.42,0.044189453125,-0.00634765625,0.9326171875,-2.3053435114503817,-1.0687022900763359,-0.7786259541984732
0.53,0.045166015625,0.0009765625,0.939208984375,-2.2748091603053435,-1.015267175572519,-0.9847328244274809
0.63,0.051513671875,-0.0087890625,0.927978515625,-2.2595419847328246,-1.0610687022900764,-0.7557251908396947
0.74,0.044189453125,-0.004638671875,0.927734375,-2.4732824427480917,-1.0305343511450382,-0.8549618320610687
0.84,0.044189453125,-0.00830078125,0.926513671875,-2.3587786259541983,-1.1755725190839694,-0.7633587786259542
0.95,0.053466796875,-0.006591796875,0.9345703125,-2.4656488549618323,-1.2061068702290076,-1.083969465648855
1.05,0.04931640625,-0.008056640625,0.9306640625,-2.33587786259542,-1.213740458015267,-0.9465648854961832
1.16,0.05224609375,-0.01171875,0.93505859375,-2.4198473282442747,-1.2366412213740459,-0.8091603053435115
1.27,0.047119140625,-0.011474609375,0.928466796875,-2.2595419847328246,-1.0381679389312977,-0.8320610687022901
1.37,0.05029296875,-0.0068359375,0.931640625,-2.2519083969465647,-0.9083969465648855,-0.9007633587786259
1.48,0.0517578125,-0.001220703125,0.92578125,-2.4198473282442747,-0.9923664122137404,-1.099236641221374
1.58,0.05126953125,-0.010986328125,0.9521484375,-2.381679389312977,-1.3893129770992367,-0.9083969465648855
1.69,0.06201171875,-0.00341796875,0.927734375,-2.450381679389313,-0.9923664122137404,-0.9770992366412213
1.79,0.04150390625,-0.00439453125,0.9228515625,-2.4427480916030535,-1.083969465648855,-0.7862595419847328
1.9,0.047607421875,-0.006103515625,0.9423828125,-2.381679389312977,-1.0381679389312977,-0.7786259541984732
2.0,0.052978515625,-0.00146484375,0.928955078125,-2.3435114503816794,-1.1297709923664123,-1.1221374045801527
2.11,0.049560546875,-0.005859375,0.9267578125,-2.2519083969465647,-1.2061068702290076,-0.9312977099236641
2.21,0.047607421875,-0.010498046875,0.93505859375,-2.435114503816794,-1.1984732824427482,-0.916030534351145
2.32,0.045654296875,-0.002685546875,0.924072265625,-2.435114503816794,-1.1526717557251909,-0.9541984732824428
2.42,0.061767578125,-0.0107421875,0.932861328125,-2.3435114503816794,-1.099236641221374,-0.8549618320610687
2.53,0.05078125,-0.005615234375,0.93994140625,-2.3969465648854964,-1.0076335877862594,-1.0076335877862594
2.63,0.054931640625,-0.002197265625,0.93408203125,-2.2290076335877864,-1.0305343511450382,-1.0229007633587786
2.74,0.050537109375,-0.005859375,0.937255859375,-2.4122137404580153,-1.0763358778625953,-0.9465648854961832
2.84,0.052001953125,-0.0029296875,0.933837890625,-2.3435114503816794,-1.0916030534351144,-0.816793893129771
2.95,0.04736328125,-0.005615234375,0.929931640625,-2.6259541984732824,-0.9694656488549618,-0.7480916030534351
3.05,0.052978515625,-0.007568359375,0.927978515625,-2.3435114503816794,-1.1297709923664123,-0.9541984732824428
3.16,0.033935546875,-0.004638671875,0.929931640625,-2.198473282442748,-0.8931297709923665,-0.9923664122137404
3.26,0.044189453125,-0.00732421875,0.92724609375,-2.4656488549618323,-1.3587786259541985,-0.9312977099236641
3.37,0.048583984375,-0.004150390625,0.927001953125,-2.50381679389313,-1.1908396946564885,-0.8931297709923665
3.48,0.052490234375,-0.010986328125,0.931884765625,-2.267175572519084,-1.1984732824427482,-0.8396946564885496
3.58,0.052490234375,-0.003173828125,0.9296875,-2.2442748091603053,-1.0305343511450382,-0.9236641221374046
3.69,0.04638671875,-0.0087890625,0.932373046875,-2.4427480916030535,-1.2671755725190839,-0.8320610687022901
3.79,0.05078125,-0.002685546875,0.92822265625,-2.2442748091603053,-1.0610687022900764,-0.9465648854961832
3.9,0.049072265625,-0.006103515625,0.9345703125,-2.381679389312977,-1.1908396946564885,-1.0
4.0,0.049072265625,-0.006103515625,0.940185546875,-2.480916030534351,-1.2671755725190839,-0.9236641221374046
4.11,0.048095703125,-0.009765625,0.93017578125,-2.312977099236641,-1.0687022900763359,-0.7938931297709924
4.21,0.048828125,-0.0078125,0.9345703125,-2.33587786259542,-1.1297709923664123,-0.916030534351145
4.32,0.04833984375,-0.008544921875,0.9326171875,-2.2519083969465647,-1.1297709923664123,-0.9618320610687023
4.42,0.045654296875,-0.005126953125,0.926513671875,-2.435114503816794,-1.1908396946564885,-0.8473282442748091
4.53,0.047607421875,-0.010498046875,0.937744140625,-2.4656488549618323,-0.8854961832061069,-0.8854961832061069
4.63,0.044189453125,-0.008544921875,0.930419921875,-2.4580152671755724,-1.1068702290076335,-0.9312977099236641
4.74,0.053466796875,-0.00927734375,0.943603515625,-2.3587786259541983,-1.0076335877862594,-0.8625954198473282
4.84,0.049072265625,-0.001953125,0.93701171875,-2.366412213740458,-1.083969465648855,-0.7557251908396947
4.95,0.05078125,-0.00048828125,0.9345703125,-2.2213740458015265,-1.183206106870229,-0.7862595419847328
5.05,0.044921875,-0.006591796875,0.932861328125,-2.404580152671756,-1.0076335877862594,-0.9007633587786259
5.16,0.048828125,-0.002685546875,0.933349609375,-2.404580152671756,-1.1984732824427482,-0.8854961832061069
5.26,0.048828125,-0.003662109375,0.932373046875,-2.1755725190839694,-1.1297709923664123,-1.0
5.37,0.04541015625,-0.009033203125,0.927001953125,-2.3740458015267176,-1.1450381679389312,-0.9770992366412213
5.47,0.04931640625,-0.0078125,0.934814453125,-2.5114503816793894,-1.015267175572519,-0.9465648854961832
5.58,0.05029296875,-0.013427734375,0.93212890625,-2.366412213740458,-0.9389312977099237,-0.9312977099236641
5.68,0.048095703125,-0.006103515625,0.927978515625,-2.366412213740458,-0.9312977099236641,-1.0076335877862594
5.79,0.0478515625,-0.010986328125,0.932373046875,-2.4580152671755724,-1.183206106870229,-0.8778625954198473
5.89,0.052001953125,-0.00341796875,0.930419921875,-2.2900763358778624,-1.1221374045801527,-0.9618320610687023
6.0,0.052734375,0.009765625,0.952880859375,-2.435114503816794,-1.1297709923664123,-0.9083969465648855
6.11,0.049560546875,-0.009033203125,0.9375,-2.3206106870229006,-1.251908396946565,-1.1603053435114503
6.21,0.04736328125,-0.003662109375,0.94091796875,-2.366412213740458,-1.4732824427480915,-0.816793893129771
6.32,0.044677734375,-0.004150390625,0.934814453125,-2.1908396946564888,-1.1755725190839694,-1.0
6.42,0.04541015625,-0.004638671875,0.927734375,-2.2290076335877864,-1.0687022900763359,-0.9618320610687023
6.53,0.050048828125,-0.012451171875,0.936767578125,-2.351145038167939,-1.282442748091603,-0.9465648854961832
6.63,0.05078125,-0.003173828125,0.924560546875,-2.236641221374046,-1.3358778625954197,-0.9007633587786259
6.74,0.0517578125,-0.0048828125,0.92431640625,-2.213740458015267,-1.1374045801526718,-0.9007633587786259
6.84,0.048828125,-0.00390625,0.928955078125,-2.2061068702290076,-1.3053435114503817,-1.0381679389312977
6.95,0.048095703125,-0.0048828125,0.932861328125,-2.3435114503816794,-1.2213740458015268,-0.9694656488549618
7.05,0.0419921875,-0.0068359375,0.9365234375,-2.5114503816793894,-1.3129770992366412,-1.1221374045801527
7.16,0.053466796875,-0.010498046875,0.932373046875,-2.480916030534351,-1.1374045801526718,-0.8396946564885496
7.26,0.040771484375,-0.004150390625,0.928955078125,-2.480916030534351,-0.9541984732824428,-0.8625954198473282
7.37,0.044921875,-0.002685546875,0.934326171875,-2.4427480916030535,-1.1526717557251909,-0.8854961832061069
7.47,0.045654296875,-0.005859375,0.935302734375,-2.4198473282442747,-1.2442748091603053,-0.9923664122137404
7.58,0.046142578125,-0.00146484375,0.924072265625,-2.366412213740458,-0.9923664122137404,-0.9770992366412213
7.68,0.054443359375,-0.008056640625,0.931640625,-2.4580152671755724,-1.1145038167938932,-0.9236641221374046
7.79,0.05859375,-0.008056640625,0.930419921875,-2.2595419847328246,-1.1145038167938932,-0.9236641221374046
7.89,0.0419921875,-0.002197265625,0.928466796875,-2.2519083969465647,-1.0916030534351144,-0.8473282442748091
8.0,0.044921875,-0.001953125,0.93505859375,-2.3969465648854964,-1.1297709923664123,-1.0076335877862594
8.11,0.0576171875,-0.00244140625,0.929931640625,-2.4656488549618323,-1.2442748091603053,-0.8931297709923665
8.21,0.048095703125,-0.014892578125,0.938720703125,-2.519083969465649,-1.1297709923664123,-0.8396946564885496
8.32,0.046875,-0.001953125,0.93505859375,-2.2442748091603053,-1.2748091603053435,-1.0229007633587786
8.42,0.061767578125,-0.00390625,0.931396484375,-2.3053435114503817,-1.0305343511450382,-0.7099236641221374
8.53,0.04296875,-0.003173828125,0.927734375,-2.5801526717557253,-1.1603053435114503,-0.8854961832061069
8.63,0.0341796875,0.012451171875,0.939453125,-2.381679389312977,-1.083969465648855,-0.9694656488549618
8.74,0.03955078125,-0.010009765625,0.930908203125,-2.381679389312977,-1.2061068702290076,-1.0687022900763359
8.84,0.0419921875,-0.0048828125,0.927001953125,-2.633587786259542,-1.1755725190839694,-0.732824427480916
