timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
8.95,0.0458984375,-0.0068359375,0.934326171875,-2.404580152671756,-0.9694656488549618,-1.0381679389312977
9.05,0.0517578125,-0.0068359375,0.951904296875,-2.3206106870229006,-1.0916030534351144,-0.9770992366412213
9.16,0.0498046875,-0.00732421875,0.93359375,-2.366412213740458,-1.099236641221374,-0.9312977099236641
9.26,0.046630859375,-0.002685546875,0.930908203125,-2.450381679389313,-1.1526717557251909,-0.8473282442748091
9.37,0.059814453125,-0.00146484375,0.947509765625,-2.4656488549618323,-1.0,-0.8320610687022901
9.47,0.044921875,-0.009521484375,0.934814453125,-2.2748091603053435,-1.099236641221374,-0.7022900763358778
9.58,0.052490234375,-0.009765625,0.935546875,-2.572519083969466,-1.099236641221374,-0.7862595419847328
9.68,0.059814453125,-0.00390625,0.92578125,-2.572519083969466,-1.1526717557251909,-0.8778625954198473
9.79,0.047119140625,-0.00341796875,0.940673828125,-2.381679389312977,-1.1603053435114503,-0.8396946564885496
9.89,0.053955078125,-0.001708984375,0.932373046875,-2.549618320610687,-1.2748091603053435,-0.9465648854961832
10.0,0.05078125,-0.006103515625,0.9345703125,-2.351145038167939,-1.0458015267175573,-0.8778625954198473
