Tiempo (s),Pitch Accel (°),Pitch Kalman (°),q (°/s)
41.043238162994385,-3.081148198697232,-9.219415902977788,-34.3206106870229
41.14929389953613,-12.460284159017974,-7.474132489990056,19.358778625954198
41.2552375793457,-7.839528755152527,-9.409506209985137,-27.82442748091603
41.361132860183716,-3.884507003060867,-7.285499887127781,6.374045801526718
41.467042207717896,-6.447705700442298,-5.54699772899233,10.931297709923664
41.57296538352966,-6.689146564123808,-1.3028510566375597,44.030534351145036
41.678871154785156,-3.7623954289841848,-3.0319290438401874,-20.893129770992367
41.78477358818054,-3.6402217444348537,1.3313005300123077,45.52671755725191
41.890674114227295,-5.1398436771074385,1.3690653971859856,8.86259541984733
41.996586561203,-1.2845571352226353,3.0590993946659766,21.30534351145038
42.10249185562134,-0.3723181501362193,3.3042722267698728,7.1603053435114505
42.20838165283203,1.092822268363382,-1.0560383726091425,-47.61068702290077
42.31430768966675,-8.430604305932764,-5.411935027907975,-37.33587786259542
42.420212745666504,-9.8994687338293,-5.231993290409214,9.50381679389313
42.526134729385376,-5.675062862487727,-4.691370814270586,6.251908396946565
42.63213396072388,-1.0022131988640604,-7.519190204791449,-40.82442748091603
42.73815894126892,-20.16751651632586,-24.782274989177882,-174.26717557251908
42.84407043457031,-23.073103445743502,-23.73845732724754,5.549618320610687
42.95003151893616,-29.38995135728881,-19.7179597036949,54.85496183206107
43.055978775024414,-15.202535159771125,-17.140584324726234,19.213740458015266
43.16192388534546,-21.068846149847,-18.479762798696143,-8.801526717557252
43.26781392097473,-8.832206281784416,-15.861472625966888,9.229007633587786
43.373767375946045,-9.652643752511137,-12.987718469276775,17.85496183206107
43.47973608970642,1.4504626364907869,-9.154144181118847,11.229007633587786
43.58562111854553,2.7523218043095645,-2.999300806331973,41.02290076335878
43.69152092933655,0.9745311104596959,-1.8373439252095858,-1.1984732824427482
43.79743051528931,1.7833854773561943,-1.589700921021642,-11.557251908396946
43.90334224700928,1.5250973125218965,-6.370144364932953,-69.04580152671755
